age,production,comprehension,is_norming,sex,birth_order,caregiver_education,ethnicity
16,11,11,FALSE,Male,,,
16,68,68,FALSE,Female,,,
16,63,63,FALSE,Female,,,
16,32,32,FALSE,Male,,,
16,45,45,FALSE,Male,,,
16,20,20,FALSE,Female,,,
16,51,51,FALSE,Female,,,
16,11,11,FALSE,Male,,,
16,59,59,FALSE,Male,,,
16,26,26,FALSE,Male,,,
16,31,31,FALSE,Female,,,
16,6,6,FALSE,Male,,,
16,19,19,FALSE,Female,,,
16,29,29,FALSE,Male,,,
16,3,3,FALSE,Female,,,
16,61,61,FALSE,Female,,,
16,137,137,FALSE,Female,,,
16,47,47,FALSE,Female,,,
16,5,5,FALSE,Female,,,
16,27,27,FALSE,Male,,,
16,80,80,FALSE,Female,,,
16,97,97,FALSE,Male,,,
16,18,18,FALSE,Female,,,
16,97,97,FALSE,Male,,,
16,147,147,FALSE,Female,,,
16,92,92,FALSE,Female,,,
16,47,47,FALSE,Female,,,
16,83,83,FALSE,Male,,,
16,61,61,FALSE,Male,,,
16,67,67,FALSE,Male,,,
16,32,32,FALSE,Female,,,
16,91,91,FALSE,Female,,,
16,20,20,FALSE,Female,,,
16,47,47,FALSE,Male,,,
16,75,75,FALSE,Female,,,
16,10,10,FALSE,Female,,,
16,34,34,FALSE,Male,,,
16,140,140,FALSE,Male,,,
16,18,18,FALSE,Female,,,
16,35,35,FALSE,Female,,,
16,33,33,FALSE,Female,,,
16,18,18,FALSE,Female,,,
16,14,14,FALSE,Male,,,
16,108,108,FALSE,Male,,,
16,8,8,FALSE,Male,,,
16,33,33,FALSE,Male,,,
16,106,106,FALSE,Female,,,
17,16,16,FALSE,Female,,,
17,9,9,FALSE,Male,,,
17,72,72,FALSE,Male,,,
17,68,68,FALSE,Male,,,
17,49,49,FALSE,Male,,,
17,19,19,FALSE,Female,,,
17,91,91,FALSE,Female,,,
17,162,162,FALSE,Female,,,
17,123,123,FALSE,Female,,,
17,34,34,FALSE,Female,,,
17,138,138,FALSE,Female,,,
17,36,36,FALSE,Male,,,
17,74,74,FALSE,Female,,,
17,103,103,FALSE,Female,,,
17,38,38,FALSE,Male,,,
17,50,50,FALSE,Female,,,
17,16,16,FALSE,Male,,,
17,61,61,FALSE,Male,,,
17,81,81,FALSE,Female,,,
17,284,284,FALSE,Female,,,
17,70,70,FALSE,Male,,,
17,1,1,FALSE,,,,
17,116,116,FALSE,Male,,,
17,18,18,FALSE,Male,,,
17,19,19,FALSE,Male,,,
17,116,116,FALSE,Male,,,
17,17,17,FALSE,Male,,,
17,60,60,FALSE,Male,,,
17,68,68,FALSE,Male,,,
17,125,125,FALSE,Female,,,
17,54,54,FALSE,Female,,,
17,75,75,FALSE,Female,,,
17,59,59,FALSE,Male,,,
17,21,21,FALSE,Female,,,
17,5,5,FALSE,Male,,,
17,24,24,FALSE,Female,,,
17,29,29,FALSE,Female,,,
17,54,54,FALSE,Female,,,
17,32,32,FALSE,Female,,,
17,15,15,FALSE,Male,,,
17,33,33,FALSE,Male,,,
17,115,115,FALSE,Male,,,
17,30,30,FALSE,Female,,,
17,358,358,FALSE,Female,,,
17,181,181,FALSE,Female,,,
17,65,65,FALSE,Female,,,
17,31,31,FALSE,Male,,,
17,123,123,FALSE,Male,,,
17,72,72,FALSE,Male,,,
17,49,49,FALSE,Female,,,
17,10,10,FALSE,Female,,,
17,33,33,FALSE,Male,,,
18,28,28,FALSE,Male,,,
18,319,319,FALSE,Male,,,
18,69,69,FALSE,Male,,,
18,44,44,FALSE,Male,,,
18,200,200,FALSE,Female,,,
18,87,87,FALSE,Female,,,
18,54,54,FALSE,Female,,,
18,34,34,FALSE,Female,,,
18,38,38,FALSE,Female,,,
18,59,59,FALSE,Female,,,
18,187,187,FALSE,Female,,,
18,31,31,FALSE,Male,,,
18,10,10,FALSE,Male,,,
18,155,155,FALSE,Female,,,
18,49,49,FALSE,Male,,,
18,34,34,FALSE,Female,,,
18,42,42,FALSE,Male,,,
18,55,55,FALSE,Female,,,
18,95,95,FALSE,Male,,,
18,30,30,FALSE,Female,,,
18,76,76,FALSE,Female,,,
18,76,76,FALSE,Male,,,
18,97,97,FALSE,Female,,,
18,335,335,FALSE,Female,,,
18,74,74,FALSE,Male,,,
18,53,53,FALSE,Male,,,
18,391,391,FALSE,Male,,,
18,137,137,FALSE,Female,,,
18,27,27,FALSE,Male,,,
18,18,18,FALSE,Male,,,
18,103,103,FALSE,Male,,,
18,331,331,FALSE,Male,,,
18,11,11,FALSE,Male,,,
18,438,438,FALSE,Female,,,
18,73,73,FALSE,Male,,,
18,6,6,FALSE,Male,,,
18,16,16,FALSE,Male,,,
18,129,129,FALSE,Female,,,
18,86,86,FALSE,Male,,,
18,169,169,FALSE,Female,,,
18,89,89,FALSE,Female,,,
18,31,31,FALSE,Female,,,
18,13,13,FALSE,Male,,,
18,46,46,FALSE,Male,,,
18,14,14,FALSE,Female,,,
18,91,91,FALSE,Female,,,
18,17,17,FALSE,Male,,,
18,133,133,FALSE,Female,,,
18,110,110,FALSE,Female,,,
18,61,61,FALSE,Female,,,
18,50,50,FALSE,Female,,,
18,90,90,FALSE,Female,,,
18,103,103,FALSE,Female,,,
18,56,56,FALSE,Female,,,
19,159,159,FALSE,Male,,,
19,60,60,FALSE,Female,,,
19,37,37,FALSE,Male,,,
19,30,30,FALSE,Male,,,
19,69,69,FALSE,Male,,,
19,70,70,FALSE,Male,,,
19,239,239,FALSE,Female,,,
19,106,106,FALSE,Female,,,
19,87,87,FALSE,Male,,,
19,77,77,FALSE,Female,,,
19,14,14,FALSE,Male,,,
19,130,130,FALSE,Male,,,
19,256,256,FALSE,Female,,,
19,107,107,FALSE,Female,,,
19,23,23,FALSE,Male,,,
19,66,66,FALSE,Male,,,
19,183,183,FALSE,Female,,,
19,73,73,FALSE,Female,,,
19,258,258,FALSE,Male,,,
19,80,80,FALSE,Female,,,
19,424,424,FALSE,Female,,,
19,19,19,FALSE,Male,,,
19,356,356,FALSE,Female,,,
19,165,165,FALSE,Female,,,
19,291,291,FALSE,Male,,,
19,213,213,FALSE,Female,,,
19,156,156,FALSE,Female,,,
19,58,58,FALSE,Male,,,
19,79,79,FALSE,Male,,,
19,22,22,FALSE,Male,,,
19,53,53,FALSE,Male,,,
19,58,58,FALSE,Male,,,
19,169,169,FALSE,Female,,,
19,91,91,FALSE,Female,,,
19,160,160,FALSE,Female,,,
19,251,251,FALSE,Female,,,
19,14,14,FALSE,Male,,,
19,161,161,FALSE,Female,,,
19,14,14,FALSE,Male,,,
19,117,117,FALSE,Male,,,
19,168,168,FALSE,Male,,,
19,132,132,FALSE,Female,,,
19,36,36,FALSE,Male,,,
19,118,118,FALSE,Female,,,
19,85,85,FALSE,Male,,,
19,116,116,FALSE,Female,,,
19,9,9,FALSE,Male,,,
