age,production,comprehension,is_norming,sex,birth_order,caregiver_education,ethnicity
15,2,81,TRUE,Male,,Some College,
15,103,304,TRUE,Female,,Some College,
15,12,47,TRUE,Female,,Secondary,
15,5,156,TRUE,Male,,College,
15,13,85,TRUE,Female,,Some College,
15,10,43,TRUE,Male,,Graduate,
15,9,47,TRUE,Female,,None,
15,12,79,TRUE,Female,,College,
15,8,188,TRUE,Female,,College,
15,5,27,TRUE,Male,,College,
15,3,82,TRUE,Male,,Some College,
15,40,169,TRUE,Male,,Primary,
15,56,167,TRUE,Male,,College,
15,0,17,TRUE,Male,,Some College,
15,1,96,TRUE,Male,,Some College,
15,16,69,TRUE,Female,,Some College,
15,32,104,TRUE,Female,,Some College,
15,19,246,TRUE,Female,,Some College,
15,6,232,TRUE,Female,,Some College,
15,12,99,TRUE,Female,,Some College,
15,16,55,TRUE,Male,,College,
15,5,106,TRUE,Female,,College,
15,3,69,TRUE,Female,,Graduate,
15,22,115,TRUE,Female,,College,
14,14,90,TRUE,Male,,College,
14,21,77,TRUE,Female,,Graduate,
14,1,47,TRUE,Female,,Some College,
14,57,305,TRUE,Female,,Graduate,
14,11,105,TRUE,Female,,College,
14,20,126,TRUE,Male,,College,
14,7,110,TRUE,Male,,Some College,
14,7,107,TRUE,Male,,College,
14,1,67,TRUE,Male,,Primary,
14,24,177,TRUE,Male,,Secondary,
13,17,64,TRUE,Female,,Secondary,
13,2,41,TRUE,Female,,College,
13,38,143,TRUE,Female,,Secondary,
13,2,99,TRUE,Female,,College,
13,3,39,TRUE,Female,,College,
13,15,99,TRUE,Female,,Primary,
13,1,97,TRUE,Female,,Some College,
13,11,46,TRUE,Female,,Some College,
13,0,25,TRUE,Female,,College,
13,3,20,TRUE,Female,,Graduate,
13,2,125,TRUE,Male,,Some College,
13,5,25,TRUE,Male,,Some College,
13,1,2,TRUE,Male,,Primary,
13,0,30,TRUE,Female,,Some College,
13,6,151,TRUE,Female,,Primary,
13,34,189,TRUE,Male,,Some College,
13,6,129,TRUE,Male,,Graduate,
12,0,89,TRUE,Female,,Some College,
9,0,7,TRUE,Male,,College,
12,3,106,TRUE,Female,,Some College,
12,29,243,TRUE,Male,,College,
13,2,21,TRUE,Male,,Secondary,
12,0,11,TRUE,Male,,College,
12,4,53,TRUE,Male,,College,
12,10,47,TRUE,Female,,Some College,
12,14,58,TRUE,Female,,Some College,
12,1,29,TRUE,Female,,Graduate,
12,0,65,TRUE,Female,,Some College,
12,8,185,TRUE,Female,,College,
12,3,14,TRUE,Female,,College,
12,2,30,TRUE,Female,,Primary,
12,6,29,TRUE,Male,,Some College,
12,0,20,TRUE,Male,,Some College,
12,2,86,TRUE,Male,,Some College,
12,2,98,TRUE,Male,,Graduate,
12,3,53,TRUE,Male,,College,
12,4,78,TRUE,Female,,Graduate,
12,6,47,TRUE,Female,,Graduate,
12,3,20,TRUE,Male,,College,
12,6,34,TRUE,Female,,College,
12,3,106,TRUE,Male,,Graduate,
11,3,19,TRUE,Female,,College,
15,17,46,TRUE,Male,,Some Secondary,
11,5,11,TRUE,Male,,Graduate,
11,0,6,TRUE,Male,,Some College,
11,4,51,TRUE,Female,,Primary,
11,1,19,TRUE,Male,,College,
11,0,59,TRUE,Male,,College,
11,0,35,TRUE,Female,,College,
11,0,12,TRUE,Female,,Graduate,
11,0,11,TRUE,Male,,Some College,
11,0,0,TRUE,Male,,Some College,
11,1,55,TRUE,Female,,Some College,
11,2,15,TRUE,Female,,Primary,
11,0,8,TRUE,Male,,Some College,
11,4,54,TRUE,Male,,Some College,
11,4,63,TRUE,Male,,None,
11,0,49,TRUE,Male,,Graduate,
11,3,32,TRUE,Male,,Some College,
11,1,61,TRUE,Female,,College,
11,0,10,TRUE,Male,,College,
11,0,19,TRUE,Female,,College,
11,2,97,TRUE,Female,,Graduate,
10,8,85,TRUE,Female,,Secondary,
10,0,0,TRUE,Female,,Some Graduate,
10,0,1,TRUE,Female,,College,
10,1,2,TRUE,Male,,College,
10,0,13,TRUE,Female,,Some College,
10,0,27,TRUE,Female,,College,
10,1,3,TRUE,Male,,College,
10,0,4,TRUE,Female,,Some College,
10,0,0,TRUE,Male,,Some College,
11,3,9,TRUE,Female,,Some College,
10,1,12,TRUE,Male,,College,
10,0,6,TRUE,Female,,Secondary,
10,2,74,TRUE,Male,,Some College,
10,0,12,TRUE,Female,,Primary,
10,0,13,TRUE,Male,,College,
10,0,96,TRUE,Male,,Primary,
10,1,11,TRUE,Male,,Some College,
10,0,23,TRUE,Female,,College,
9,1,14,TRUE,Male,,College,
9,0,0,TRUE,Female,,Graduate,
9,0,6,TRUE,Male,,Graduate,
9,2,39,TRUE,Female,,College,
9,0,3,TRUE,Female,,Graduate,
9,0,8,TRUE,Male,,Primary,
9,2,11,TRUE,Male,,Secondary,
9,0,19,TRUE,Female,,Primary,
9,0,0,TRUE,Male,,Some College,
9,0,0,TRUE,Male,,Some College,
9,0,3,TRUE,Male,,Some College,
9,0,5,TRUE,Female,,Some Secondary,
9,0,13,TRUE,Male,,Graduate,
8,1,5,TRUE,Male,,Graduate,
8,0,28,TRUE,Male,,Some College,
8,0,0,TRUE,Female,,Secondary,
8,0,34,TRUE,Female,,College,
8,0,1,TRUE,Male,,Primary,
8,0,4,TRUE,Male,,Graduate,
8,0,0,TRUE,Male,,College,
8,0,2,TRUE,Male,,Some College,
8,0,35,TRUE,Female,,College,
8,0,48,TRUE,Female,,Some College,
8,0,8,TRUE,Female,,Graduate,
8,0,19,TRUE,Male,,Some College,
8,0,7,TRUE,Male,,College,
8,0,5,TRUE,Male,,Graduate,
8,0,55,TRUE,Female,,Graduate,
8,1,12,TRUE,Female,,Some College,
8,0,7,TRUE,Male,,Graduate,
15,42,129,TRUE,Female,,Graduate,
14,16,96,TRUE,Male,,College,
14,1,12,TRUE,Female,,College,
14,11,91,TRUE,Female,,College,
13,7,110,TRUE,Female,,Graduate,
13,17,103,TRUE,Female,,College,
13,20,87,TRUE,Male,,Some College,
13,2,6,TRUE,Male,,Some College,
13,3,24,TRUE,Male,,College,
12,4,18,TRUE,Male,,Primary,
12,4,34,TRUE,Female,,Some College,
11,0,6,TRUE,Male,,Some College,
11,1,10,TRUE,Male,,College,
11,1,40,TRUE,Male,,Secondary,
10,1,24,TRUE,Male,,Some College,
9,0,11,TRUE,Male,,College,
9,0,0,TRUE,Male,,Primary,
8,0,7,TRUE,Male,,College,
8,0,3,TRUE,Male,,Some College,
8,0,0,TRUE,Male,,Primary,
15,7,51,TRUE,Male,,Graduate,
15,3,122,TRUE,Male,,Secondary,
15,9,70,TRUE,Female,,Some College,
15,25,50,TRUE,Female,,Some College,
15,1,56,TRUE,Female,,Some College,
15,4,149,TRUE,Female,,Secondary,
15,11,81,TRUE,Female,,Some College,
15,2,115,TRUE,Female,,College,
15,15,134,TRUE,Female,,College,
15,2,33,TRUE,Female,,Some College,
15,15,117,TRUE,Female,,Some College,
15,25,57,TRUE,Female,,Some College,
15,12,100,TRUE,Female,,Some College,
15,4,36,TRUE,Female,,Secondary,
15,6,37,TRUE,Female,,Graduate,
14,4,48,TRUE,Female,,College,
14,1,107,TRUE,Male,,Some College,
14,6,132,TRUE,Male,,Some College,
14,42,134,TRUE,Male,,Some College,
14,13,122,TRUE,Female,,Graduate,
14,30,138,TRUE,Female,,Some College,
14,2,50,TRUE,Female,,Some College,
14,12,49,TRUE,Female,,College,
14,7,185,TRUE,Female,,Some College,
14,18,95,TRUE,Female,,Graduate,
14,8,189,TRUE,Female,,Some College,
14,9,81,TRUE,Female,,Some College,
14,15,18,TRUE,Female,,College,
14,12,108,TRUE,Female,,Some College,
14,9,151,TRUE,Male,,Graduate,
14,45,216,TRUE,Female,,Primary,
14,7,71,TRUE,Female,,Some College,
14,0,107,TRUE,Male,,College,
13,5,69,TRUE,Male,,College,
14,11,50,TRUE,Female,,None,
14,0,16,TRUE,Male,,College,
13,0,40,TRUE,Female,,Some College,
13,9,50,TRUE,Female,,Some College,
13,1,61,TRUE,Female,,Graduate,
13,7,15,TRUE,Female,,Secondary,
13,10,53,TRUE,Female,,College,
13,11,48,TRUE,Male,,Graduate,
13,4,44,TRUE,Male,,Graduate,
13,0,59,TRUE,Male,,College,
13,6,36,TRUE,Male,,Primary,
13,8,39,TRUE,Female,,Primary,
13,23,186,TRUE,Female,,Some College,
13,26,82,TRUE,Female,,Secondary,
13,6,28,TRUE,Female,,Some College,
13,1,97,TRUE,Female,,Primary,
13,21,143,TRUE,Female,,College,
13,9,59,TRUE,Male,,Some College,
13,6,29,TRUE,Female,,Some College,
13,4,50,TRUE,Female,,Some College,
13,0,114,TRUE,Female,,Some College,
12,2,25,TRUE,Female,,Some College,
12,4,30,TRUE,Male,,Secondary,
12,10,64,TRUE,Female,,None,
12,4,17,TRUE,Female,,Some College,
12,13,55,TRUE,Female,,Some College,
12,9,49,TRUE,Female,,College,
12,4,107,TRUE,Female,,Some College,
12,15,74,TRUE,Female,,Some College,
11,0,33,TRUE,Female,,Some College,
11,0,18,TRUE,Female,,Graduate,
11,0,23,TRUE,Female,,Graduate,
11,5,34,TRUE,Female,,Graduate,
11,3,8,TRUE,Female,,Graduate,
11,0,33,TRUE,Female,,Some College,
11,2,8,TRUE,Female,,College,
11,2,137,TRUE,Male,,Some College,
11,44,343,TRUE,Male,,Some College,
11,8,43,TRUE,Male,,Some College,
11,1,250,TRUE,Male,,Some College,
11,9,71,TRUE,Male,,Secondary,
11,3,14,TRUE,Male,,College,
10,8,41,TRUE,Female,,Secondary,
10,4,64,TRUE,Female,,Some College,
10,2,34,TRUE,Male,,Secondary,
10,0,5,TRUE,Female,,Some College,
10,0,0,TRUE,Female,,Some College,
10,2,12,TRUE,Female,,College,
10,1,16,TRUE,Female,,Some College,
10,2,87,TRUE,Female,,Some College,
10,1,81,TRUE,Female,,Some College,
10,0,21,TRUE,Female,,Some College,
10,0,3,TRUE,Female,,Some College,
10,0,5,TRUE,Female,,Some College,
10,0,2,TRUE,Female,,Some College,
9,0,71,TRUE,Female,,College,
9,0,3,TRUE,Male,,Some College,
9,0,17,TRUE,Female,,College,
9,1,41,TRUE,Female,,Secondary,
9,0,8,TRUE,Female,,Some College,
9,0,21,TRUE,Male,,Graduate,
8,0,2,TRUE,Female,,Some College,
8,1,17,TRUE,Female,,Some College,
8,0,1,TRUE,Male,,Some College,
8,0,0,TRUE,Male,,Some College,
8,0,21,TRUE,Male,,College,
8,0,4,TRUE,Female,,Graduate,
8,0,36,TRUE,Female,,Some College,
8,0,7,TRUE,Male,,Some College,
8,0,16,TRUE,Female,,Graduate,
8,0,5,TRUE,Female,,Some College,
8,0,0,TRUE,Male,,Some College,
8,0,0,TRUE,Male,,College,
8,0,1,TRUE,Male,,College,
15,6,68,TRUE,Male,,College,
15,16,50,TRUE,Male,,Some College,
13,5,118,TRUE,Male,,Some College,
