age,production,comprehension,is_norming,sex,birth_order,caregiver_education,ethnicity
17,70,,FALSE,Female,Third,,
35,605,,FALSE,Male,Fourth,College,
35,474,,FALSE,Male,First,College,
30,539,,FALSE,Male,First,College,
32,493,,FALSE,Male,First,College,
24,275,,FALSE,Male,First,College,
28,180,,FALSE,Male,First,College,
36,555,,FALSE,Male,First,College,
31,252,,FALSE,Male,Second,College,
35,410,,FALSE,Male,Second,College,
27,381,,FALSE,Male,Second,College,
33,619,,FALSE,Female,Third,College,
29,516,,FALSE,Female,Third,College,
26,226,,FALSE,Female,First,College,
31,365,,FALSE,Female,First,College,
22,176,,FALSE,Female,First,College,
36,468,,FALSE,Female,First,College,
32,516,,FALSE,Female,Third,College,
35,464,,FALSE,Female,Third,College,
26,328,,FALSE,Female,Third,College,
30,296,,FALSE,Female,Third,College,
22,69,,FALSE,Female,Third,College,
21,50,,FALSE,Female,Second,College,
31,305,,FALSE,Male,Second,College,
34,232,,FALSE,Male,Second,College,
27,233,,FALSE,Male,Second,College,
28,247,,FALSE,Female,Third,College,
27,143,,FALSE,Female,First,College,
26,266,,FALSE,Female,First,College,
26,247,,FALSE,Male,Second,College,
35,555,,FALSE,Male,Second,College,
30,508,,FALSE,Male,Second,College,
22,118,,FALSE,Male,Second,College,
26,396,,FALSE,Male,Second,College,
36,419,,FALSE,Male,Second,College,
24,86,,FALSE,Male,Second,College,
29,277,,FALSE,Male,Second,College,
33,272,,FALSE,Male,Second,College,
26,308,,FALSE,Female,Second,College,
30,490,,FALSE,Female,Second,College,
30,642,,FALSE,Female,Third,College,
24,651,,FALSE,Female,Third,College,
25,198,,FALSE,Female,Second,College,
31,402,,FALSE,Female,Second,College,
36,492,,FALSE,Female,Second,College,
29,283,,FALSE,Male,Third,College,
35,370,,FALSE,Male,Third,College,
26,174,,FALSE,Female,Second,College,
29,273,,FALSE,Male,First,College,
26,255,,FALSE,Male,First,College,
33,445,,FALSE,Male,First,College,
30,491,,FALSE,Male,Third,College,
25,185,,FALSE,Male,Third,College,
25,637,,FALSE,Male,Fourth,College,
35,358,,FALSE,Female,Second,College,
36,179,,FALSE,Female,Second,College,
28,398,,FALSE,Female,First,College,
25,159,,FALSE,Female,Second,College,
23,253,,FALSE,Female,Third,College,
24,215,,FALSE,Female,First,College,
19,219,,FALSE,Female,Fifth,Graduate,
26,478,,FALSE,Female,Fifth,Graduate,
34,567,,FALSE,Female,Second,Graduate,
30,503,,FALSE,Male,First,Graduate,
34,519,,FALSE,Male,First,Graduate,
22,190,,FALSE,Female,First,Graduate,
18,152,,FALSE,Female,First,Graduate,
35,508,,FALSE,Male,First,Graduate,
31,431,,FALSE,Female,Second,Graduate,
19,153,,FALSE,Male,First,Graduate,
33,448,,FALSE,Male,First,Graduate,
32,170,,FALSE,Female,First,Graduate,
28,273,,FALSE,Female,First,Graduate,
30,318,,FALSE,Female,First,Graduate,
23,111,,FALSE,Male,First,Graduate,
31,542,,FALSE,Male,First,Graduate,
27,366,,FALSE,Male,First,Graduate,
35,494,,FALSE,Male,Third,Secondary,
31,168,,FALSE,Male,Third,Secondary,
28,328,,FALSE,Male,Third,Secondary,
23,488,,FALSE,Male,Second,Secondary,
33,597,,FALSE,Male,Second,Secondary,
17,40,,FALSE,Male,Second,Secondary,
27,554,,FALSE,Male,Second,Secondary,
26,218,,FALSE,Female,Fourth,Secondary,
34,296,,FALSE,Female,Fourth,Secondary,
30,286,,FALSE,Female,Fourth,Secondary,
21,17,,FALSE,Female,Fourth,Secondary,
23,21,,FALSE,Female,Third,Secondary,
25,249,,FALSE,Female,First,Secondary,
20,153,,FALSE,Female,First,Secondary,
28,351,,FALSE,Female,First,Secondary,
21,8,,FALSE,Male,First,Secondary,
35,634,,FALSE,Male,First,Secondary,
25,27,,FALSE,Male,First,Secondary,
31,144,,FALSE,Male,First,Secondary,
35,486,,FALSE,Male,Second,Secondary,
32,390,,FALSE,Male,Second,Secondary,
28,267,,FALSE,Male,Second,Secondary,
