age,production,comprehension,is_norming,sex,birth_order,caregiver_education,ethnicity
19,38,38,TRUE,Male,Second,Some College,Hispanic
26,192,192,TRUE,Male,Second,Some College,Hispanic
30,307,307,TRUE,Female,Second,Some Secondary,Hispanic
24,11,11,TRUE,Female,First,Graduate,
18,40,40,TRUE,Female,Third,Some Secondary,Hispanic
22,109,109,TRUE,Female,Third,Some College,Hispanic
28,351,351,TRUE,Female,Second,College,Hispanic
28,65,65,TRUE,Male,First,Some College,Hispanic
29,81,81,TRUE,Male,Third,College,Hispanic
24,56,56,TRUE,Male,First,Graduate,
24,12,12,TRUE,Female,First,Some Graduate,
22,165,165,TRUE,Female,First,Some College,Hispanic
27,434,434,TRUE,Female,Second,Some College,Hispanic
18,26,26,TRUE,Female,Second,Some College,Hispanic
18,97,97,TRUE,Male,First,Secondary,Hispanic
24,189,189,TRUE,Male,First,Secondary,Hispanic
29,325,325,TRUE,Male,First,Secondary,Hispanic
24,172,172,TRUE,Male,Third,Secondary,Hispanic
30,143,143,TRUE,Female,Second,Some College,Hispanic
24,316,316,TRUE,Female,Second,Some Graduate,Hispanic
28,552,552,TRUE,Female,First,Secondary,Hispanic
19,95,95,TRUE,Female,First,Some College,
23,116,116,TRUE,Female,First,Some College,
30,429,429,TRUE,Male,Second,Secondary,Hispanic
29,451,451,TRUE,Female,Fifth,Primary,Hispanic
25,397,397,TRUE,Male,Third,Some College,
24,263,263,TRUE,Male,Fourth,Some Secondary,Hispanic
24,85,85,TRUE,Male,First,Some College,Hispanic
30,118,118,TRUE,Male,First,Some College,Hispanic
26,36,36,TRUE,Male,Fourth,College,Hispanic
19,21,21,TRUE,Male,First,Secondary,Hispanic
24,37,37,TRUE,Male,First,Secondary,Hispanic
26,138,138,TRUE,Male,Second,Secondary,Hispanic
29,88,88,TRUE,Male,Third,Some College,Hispanic
27,491,491,TRUE,Female,First,Graduate,Hispanic
30,629,629,TRUE,Female,First,Graduate,Hispanic
19,48,48,TRUE,Male,First,Some College,Hispanic
25,84,84,TRUE,Male,First,Some College,Hispanic
24,94,94,TRUE,Female,First,Some College,
30,311,311,TRUE,Male,First,Some College,Hispanic
25,40,40,TRUE,Female,First,Some College,
30,56,56,TRUE,Female,First,Some College,
26,8,8,TRUE,Female,Second,Some Secondary,Hispanic
21,6,6,TRUE,Male,First,Graduate,
27,52,52,TRUE,Male,First,Graduate,
23,9,9,TRUE,Female,Second,Graduate,Hispanic
29,52,52,TRUE,Female,Second,Graduate,Hispanic
24,195,195,TRUE,Male,Second,Graduate,
30,245,245,TRUE,Male,Second,Graduate,
24,32,32,TRUE,Female,First,College,
28,17,17,TRUE,Female,First,College,
24,78,78,TRUE,Male,First,Some Secondary,Hispanic
29,506,506,TRUE,Female,First,Secondary,Hispanic
25,210,210,TRUE,Male,First,College,
30,471,471,TRUE,Male,Second,Primary,
30,85,85,TRUE,Male,First,Some College,Hispanic
18,121,121,TRUE,Male,First,Secondary,
25,89,89,TRUE,Male,First,Secondary,
27,76,76,TRUE,Male,First,Secondary,
24,368,368,TRUE,Female,First,Some College,Hispanic
20,68,68,TRUE,Male,Third,Some College,Hispanic
30,247,247,TRUE,Male,Third,Some College,Hispanic
29,612,612,TRUE,Female,Second,Primary,Hispanic
18,6,6,TRUE,Male,Third,Secondary,
30,4,4,TRUE,Male,Third,Secondary,
26,6,6,TRUE,Female,First,College,
19,35,35,TRUE,Male,First,Primary,Hispanic
24,151,151,TRUE,Male,First,Primary,Hispanic
19,98,98,TRUE,Female,First,Some College,Hispanic
29,204,204,TRUE,Female,First,Some College,Hispanic
24,268,268,TRUE,Female,Second,College,Hispanic
19,11,11,TRUE,Female,First,Graduate,Hispanic
24,87,87,TRUE,Male,Second,Some Graduate,Hispanic
18,23,23,TRUE,Male,First,College,Hispanic
24,100,100,TRUE,Female,First,Some Secondary,Hispanic
19,281,281,TRUE,Female,First,Primary,Hispanic
27,120,120,TRUE,Female,First,Primary,Hispanic
30,419,419,TRUE,Female,Second,Some Secondary,Hispanic
20,73,73,TRUE,Male,First,Some Secondary,Hispanic
24,159,159,TRUE,Male,First,Some Secondary,Hispanic
18,15,15,TRUE,Female,Third,Some Graduate,
25,90,90,TRUE,Male,First,Some College,Hispanic
19,23,23,TRUE,Male,Fourth,Some College,
25,19,19,TRUE,Male,Fourth,Some College,
24,181,181,TRUE,Female,Third,Some Secondary,Hispanic
18,90,90,TRUE,Male,First,Graduate,Hispanic
25,63,63,TRUE,Female,Second,College,Hispanic
30,248,248,TRUE,Female,Second,College,Hispanic
21,11,11,TRUE,Female,Second,College,
24,23,23,TRUE,Male,First,Secondary,
29,481,481,TRUE,Female,First,College,Hispanic
27,308,308,TRUE,Female,First,Graduate,Hispanic
28,6,6,TRUE,Male,First,Some College,Hispanic
