age,production,comprehension,is_norming,sex,birth_order,caregiver_education,ethnicity
17,39,,FALSE,Female,Third,College,
18,112,,FALSE,Female,First,College,
19,411,,FALSE,Female,First,College,
20,355,,FALSE,Male,First,College,
20,364,,FALSE,Female,First,College,
20,114,,FALSE,Female,First,College,
19,109,,FALSE,Female,First,College,
20,31,,FALSE,Female,First,College,
21,35,,FALSE,Female,Third,College,
23,2,,FALSE,Male,First,College,
23,492,,FALSE,Female,Second,College,
24,253,,FALSE,Male,First,College,
25,361,,FALSE,Male,First,College,
24,400,,FALSE,Male,Second,College,
23,21,,FALSE,Male,First,College,
33,669,,FALSE,Female,First,College,
35,539,,FALSE,Male,First,College,
30,723,,FALSE,Female,First,College,
19,26,,FALSE,Female,First,College,
24,418,,FALSE,Female,First,College,
24,106,,FALSE,Male,First,College,
24,587,,FALSE,Female,Third,College,
25,180,,FALSE,Male,First,College,
25,150,,FALSE,Male,Second,College,
20,109,,FALSE,Male,First,College,
27,668,,FALSE,Female,Second,College,
33,666,,FALSE,Female,Second,College,
34,630,,FALSE,Female,First,College,
17,19,,FALSE,Male,First,College,
21,185,,FALSE,Female,First,College,
28,27,,FALSE,Female,Fourth,College,
34,692,,FALSE,Male,First,College,
30,361,,FALSE,Male,First,College,
30,388,,FALSE,Female,First,College,
33,511,,FALSE,Male,Third,College,
35,640,,FALSE,Female,Second,College,
36,632,,FALSE,Male,Second,College,
20,160,,FALSE,Female,Second,College,
17,235,,FALSE,Male,Third,College,
17,12,,FALSE,Male,First,College,
17,79,,FALSE,Male,Second,College,
30,406,,FALSE,Male,First,College,
25,433,,FALSE,Female,Second,College,
25,188,,FALSE,Female,Second,College,
30,317,,FALSE,Male,Second,College,
30,529,,FALSE,Male,First,College,
24,34,,FALSE,Female,Second,College,
17,4,,FALSE,Female,First,College,
18,58,,FALSE,Female,Second,College,
25,450,,FALSE,Male,First,College,
17,22,,FALSE,Female,Second,College,
32,588,,FALSE,Female,First,College,
33,559,,FALSE,Male,Second,College,
33,583,,FALSE,Male,Second,College,
33,611,,FALSE,Female,First,College,
25,420,,FALSE,Female,First,College,
24,416,,FALSE,Male,First,College,
27,416,,FALSE,Female,First,College,
28,162,,FALSE,Male,Second,College,
28,63,,FALSE,Male,First,College,
28,292,,FALSE,Female,First,College,
29,569,,FALSE,Female,First,College,
28,638,,FALSE,Female,Second,College,
29,405,,FALSE,Male,Second,College,
24,669,,FALSE,Female,First,College,
32,631,,FALSE,Male,First,College,
32,576,,FALSE,Female,Second,College,
33,627,,FALSE,Male,Second,College,
33,612,,FALSE,Male,Second,College,
34,163,,FALSE,Male,First,College,
34,717,,FALSE,Male,Second,College,
34,664,,FALSE,Male,Second,College,
34,698,,FALSE,Female,First,College,
25,420,,FALSE,Female,Second,College,
26,477,,FALSE,Male,Third,College,
26,360,,FALSE,Male,Second,College,
26,481,,FALSE,Male,Second,College,
26,347,,FALSE,Female,Second,College,
29,520,,FALSE,Male,Second,College,
30,644,,FALSE,Male,Second,College,
30,313,,FALSE,Female,Third,College,
26,535,,FALSE,Female,First,College,
26,306,,FALSE,Female,First,College,
21,619,,FALSE,Female,First,College,
26,607,,FALSE,Male,First,College,
34,604,,FALSE,Female,Second,College,
36,663,,FALSE,Male,Second,College,
35,635,,FALSE,Female,Second,College,
35,713,,FALSE,Female,Second,College,
23,9,,FALSE,Male,Second,College,
23,84,,FALSE,Male,Second,College,
24,102,,FALSE,Male,First,College,
25,418,,FALSE,Female,Second,College,
24,478,,FALSE,Female,Third,College,
25,342,,FALSE,Male,Second,College,
25,253,,FALSE,Female,Second,College,
32,529,,FALSE,Male,First,College,
19,12,,FALSE,Female,Third,College,
20,14,,FALSE,Female,Second,College,
20,225,,FALSE,Female,Third,College,
20,180,,FALSE,Female,Third,College,
22,13,,FALSE,Male,Second,College,
31,592,,FALSE,Female,First,College,
17,32,,FALSE,Male,Second,College,
18,29,,FALSE,Female,Second,College,
18,28,,FALSE,Female,Second,College,
18,123,,FALSE,Female,Third,College,
19,9,,FALSE,Male,Second,College,
19,13,,FALSE,Male,Second,College,
19,27,,FALSE,Female,First,College,
19,81,,FALSE,Female,Second,College,
32,631,,FALSE,Female,First,College,
32,707,,FALSE,Female,Third,College,
30,317,,FALSE,Female,Second,College,
21,20,,FALSE,Male,First,College,
27,585,,FALSE,Female,Third,College,
27,549,,FALSE,Female,First,College,
28,453,,FALSE,Male,First,College,
28,522,,FALSE,Female,Third,College,
28,561,,FALSE,Female,First,College,
23,281,,FALSE,Female,Third,College,
23,253,,FALSE,Female,First,College,
31,642,,FALSE,Male,Fourth,College,
31,203,,FALSE,Male,Third,College,
21,148,,FALSE,Female,Second,College,
21,405,,FALSE,Female,First,College,
22,197,,FALSE,Female,First,College,
23,535,,FALSE,Female,First,College,
21,347,,FALSE,Male,Third,College,
17,92,,FALSE,Female,First,College,
29,497,,FALSE,Male,First,College,
22,51,,FALSE,Female,First,College,
17,20,,FALSE,Male,First,College,
19,142,,FALSE,Male,First,College,
30,642,,FALSE,Female,First,College,
30,464,,FALSE,Female,Second,College,
22,14,,FALSE,Male,First,College,
21,5,,FALSE,Male,First,College,
17,254,,FALSE,Female,First,College,
35,714,,FALSE,Female,First,College,
25,66,,FALSE,Male,First,College,
22,34,,FALSE,Male,Third,College,
22,488,,FALSE,Male,First,College,
25,32,,FALSE,Female,First,College,
26,52,,FALSE,Male,First,College,
18,3,,FALSE,Female,Second,College,
17,7,,FALSE,Male,First,College,
32,596,,FALSE,Male,First,College,
25,471,,FALSE,Male,Second,College,
20,404,,FALSE,Female,First,College,
33,527,,FALSE,Male,First,College,
36,565,,FALSE,Male,First,College,
23,286,,FALSE,Male,First,College,
30,560,,FALSE,Male,First,College,
18,29,,FALSE,Male,Second,College,
23,158,,FALSE,Female,Second,College,
20,100,,FALSE,Female,Second,College,
25,305,,FALSE,Female,First,College,
19,10,,FALSE,Female,Second,College,
21,68,,FALSE,Female,Second,College,
20,13,,FALSE,Female,,College,
21,50,,FALSE,Female,Second,College,
21,34,,FALSE,Female,Second,College,
36,34,,FALSE,Female,First,College,
24,387,,FALSE,Male,Fourth,College,
17,5,,FALSE,Female,Second,College,
28,473,,FALSE,Male,Second,College,
34,653,,FALSE,Female,Second,College,
35,655,,FALSE,Female,Second,College,
22,174,,FALSE,Female,First,College,
26,80,,FALSE,Male,First,College,
34,699,,FALSE,Female,First,College,
25,567,,FALSE,Female,First,College,
17,16,,FALSE,Male,Third,College,
24,404,,FALSE,Female,First,College,
36,379,,FALSE,Male,First,College,
26,175,,FALSE,Female,First,College,
26,210,,FALSE,Male,First,College,
31,513,,FALSE,Male,First,College,
20,148,,FALSE,Male,First,College,
33,220,,FALSE,Female,First,College,
33,393,,FALSE,Female,First,College,
17,31,,FALSE,Female,Second,College,
25,364,,FALSE,Male,Second,College,
17,76,,FALSE,Female,First,College,
18,16,,FALSE,Male,Second,College,
36,167,,FALSE,Female,Third,College,
20,8,,FALSE,Male,First,College,
23,177,,FALSE,Female,Second,College,
20,247,,FALSE,Male,First,College,
20,141,,FALSE,Male,Second,College,
29,250,,FALSE,Male,Third,College,
29,61,,FALSE,Male,Second,College,
29,59,,FALSE,Male,Second,College,
30,556,,FALSE,Male,First,College,
29,496,,FALSE,Female,Second,College,
22,58,,FALSE,Female,First,College,
36,498,,FALSE,Male,Third,College,
36,521,,FALSE,Female,Third,College,
20,297,,FALSE,Male,Second,College,
28,681,,FALSE,Male,First,College,
34,672,,FALSE,Female,First,College,
