age,production,comprehension,is_norming,sex,birth_order,caregiver_education,ethnicity
8,0,8,TRUE,Female,Second,College,
15,65,171,TRUE,Female,Second,Graduate,
9,0,71,TRUE,Female,First,Graduate,
12,6,33,TRUE,Male,First,Graduate,
14,86,300,TRUE,Female,First,Primary,
8,0,32,TRUE,Female,Second,,
10,3,41,TRUE,Female,First,College,
13,2,120,TRUE,Male,Second,Secondary,
14,13,255,TRUE,Male,First,College,
14,9,169,TRUE,Male,First,Graduate,
15,11,231,TRUE,Female,First,Graduate,
15,4,91,TRUE,Male,First,Secondary,
15,41,209,TRUE,Male,Second,Graduate,
8,0,36,TRUE,Female,,,
10,0,110,TRUE,Female,First,Graduate,
11,0,12,TRUE,Female,First,Graduate,
15,15,150,TRUE,Male,First,Graduate,
15,20,176,TRUE,Female,First,College,
15,2,140,TRUE,Female,First,Graduate,
13,13,213,TRUE,Female,First,Graduate,
14,34,252,TRUE,Female,First,Primary,
8,0,108,TRUE,Female,First,,
10,3,17,TRUE,Female,First,Graduate,
12,19,245,TRUE,Male,Second,Graduate,
8,0,4,TRUE,Male,First,Graduate,
15,10,139,TRUE,Female,First,Graduate,
14,3,28,TRUE,Female,Second,Graduate,
10,0,7,TRUE,Male,Second,Graduate,
8,0,4,TRUE,Female,First,Graduate,
15,28,109,TRUE,Female,Second,College,
15,52,175,TRUE,Female,First,College,
15,59,82,TRUE,Male,Second,College,
13,0,85,TRUE,Female,Second,Secondary,
10,12,44,TRUE,Male,First,Graduate,
10,5,65,TRUE,Female,Third,Secondary,
9,7,55,TRUE,Female,First,Graduate,
10,0,157,TRUE,Female,First,Graduate,
14,10,84,TRUE,Male,Second,Graduate,
14,14,180,TRUE,Male,Third,College,
15,64,285,TRUE,Female,First,College,
9,10,91,TRUE,Male,First,Graduate,
9,0,17,TRUE,Male,First,Primary,
12,0,127,TRUE,Female,Second,College,
13,32,197,TRUE,Female,Second,Graduate,
14,15,175,TRUE,Female,First,Secondary,
8,2,51,TRUE,Male,First,Secondary,
15,5,159,TRUE,Male,Second,Secondary,
12,0,11,TRUE,Male,Third,Graduate,
14,18,47,TRUE,Female,First,Graduate,
9,0,6,TRUE,Male,Third,Graduate,
8,0,39,TRUE,Male,First,Graduate,
11,0,138,TRUE,Male,First,Graduate,
8,0,101,TRUE,Male,First,Primary,
9,4,23,TRUE,Male,Second,College,
10,0,36,TRUE,Male,First,Secondary,
10,4,41,TRUE,Male,Second,Graduate,
11,0,43,TRUE,Male,Third,Graduate,
11,4,26,TRUE,Male,First,Graduate,
11,16,212,TRUE,Female,First,Secondary,
13,19,96,TRUE,Male,Second,College,
14,19,172,TRUE,Male,First,College,
14,7,91,TRUE,Female,First,Graduate,
15,113,252,TRUE,Female,First,College,
8,0,44,TRUE,Male,Second,College,
8,0,17,TRUE,Female,First,Graduate,
12,25,116,TRUE,Female,Second,Graduate,
10,1,6,TRUE,Male,First,Graduate,
9,0,18,TRUE,Female,Second,Graduate,
12,4,142,TRUE,Female,Second,College,
12,13,118,TRUE,Female,First,Graduate,
8,0,0,TRUE,Female,First,Graduate,
13,8,28,TRUE,Female,First,Graduate,
15,36,84,TRUE,Female,First,Graduate,
13,26,217,TRUE,Female,First,Graduate,
13,0,73,TRUE,Male,First,Graduate,
8,0,0,TRUE,Male,First,Secondary,
9,7,89,TRUE,Male,Second,College,
8,0,29,TRUE,Female,Third,Graduate,
9,3,49,TRUE,Male,Second,College,
10,0,30,TRUE,Female,Second,College,
10,1,53,TRUE,Female,Second,Secondary,
13,5,60,TRUE,Female,Second,College,
13,1,93,TRUE,Female,First,Graduate,
10,2,83,TRUE,Male,First,College,
10,0,14,TRUE,Male,Second,Graduate,
11,9,80,TRUE,Male,Second,Graduate,
13,7,59,TRUE,Male,Second,College,
13,5,85,TRUE,Female,First,Graduate,
11,1,54,TRUE,Female,First,Secondary,
13,16,59,TRUE,Female,First,Secondary,
9,1,32,TRUE,Female,First,Secondary,
14,24,180,TRUE,Female,Third,Graduate,
13,14,54,TRUE,Male,First,Graduate,
15,27,164,TRUE,Male,First,Graduate,
8,0,90,TRUE,Male,First,Graduate,
10,5,81,TRUE,Female,First,Graduate,
10,0,12,TRUE,Female,Second,Secondary,
10,4,38,TRUE,Female,Third,Secondary,
14,1,26,TRUE,Female,Second,Graduate,
15,126,283,TRUE,Female,First,Secondary,
8,3,3,TRUE,Male,Second,College,
8,0,0,TRUE,Male,Second,Secondary,
9,0,25,TRUE,Male,First,College,
9,9,77,TRUE,Female,Second,Secondary,
9,2,52,TRUE,Female,Second,Primary,
9,0,6,TRUE,Female,Second,Secondary,
15,13,179,TRUE,Male,Second,Primary,
11,2,42,TRUE,Female,First,Graduate,
8,0,2,TRUE,Male,First,Secondary,
10,0,3,TRUE,Male,First,,
13,8,164,TRUE,Male,First,Graduate,
14,23,110,TRUE,Female,First,Graduate,
8,0,14,TRUE,Male,Second,Secondary,
9,8,110,TRUE,Male,Third,None,
10,6,99,TRUE,Female,First,College,
10,0,0,TRUE,Male,First,Graduate,
10,4,36,TRUE,Female,Second,College,
11,0,85,TRUE,Male,Third,Secondary,
8,0,15,TRUE,Male,Second,Primary,
8,0,34,TRUE,Female,First,College,
10,3,17,TRUE,Female,First,Graduate,
14,7,88,TRUE,Male,Second,College,
14,10,145,TRUE,Male,Third,Graduate,
15,43,261,TRUE,Male,Second,Secondary,
13,8,126,TRUE,Female,First,Graduate,
9,4,88,TRUE,Female,First,College,
13,2,47,TRUE,Female,First,College,
10,1,60,TRUE,Male,Second,College,
15,50,303,TRUE,Male,First,Graduate,
8,2,4,TRUE,Female,Second,Secondary,
14,2,65,TRUE,Female,Second,Graduate,
15,6,229,TRUE,Male,Second,Primary,
11,16,198,TRUE,Male,Third,Secondary,
10,6,41,TRUE,Female,First,Graduate,
8,2,36,TRUE,Female,Third,Graduate,
15,12,118,TRUE,Female,First,Graduate,
15,7,39,TRUE,Male,,College,
13,0,131,TRUE,Female,Second,Secondary,
10,0,1,TRUE,Male,First,College,
15,44,254,TRUE,Female,First,Graduate,
14,8,118,TRUE,Male,Second,Graduate,
15,2,83,TRUE,Female,Second,Graduate,
12,14,128,TRUE,Male,Second,College,
12,14,118,TRUE,Male,Second,Graduate,
13,4,75,TRUE,Male,First,College,
15,12,197,TRUE,Female,First,Graduate,
13,4,79,TRUE,Female,First,Graduate,
15,5,131,TRUE,Male,Second,College,
10,3,70,TRUE,Male,First,Graduate,
13,11,156,TRUE,Male,First,Secondary,
12,7,101,TRUE,Female,First,Graduate,
15,4,191,TRUE,Female,First,Graduate,
8,3,32,TRUE,Female,Second,College,
8,3,193,TRUE,Male,First,Graduate,
9,5,9,TRUE,Female,First,,
9,0,3,TRUE,Female,First,Graduate,
9,0,33,TRUE,Male,Third,Graduate,
9,0,9,TRUE,Male,First,Graduate,
10,0,16,TRUE,Female,Second,College,
11,2,13,TRUE,Female,First,Graduate,
12,0,13,TRUE,Female,Third,College,
12,3,34,TRUE,Female,Third,College,
12,5,139,TRUE,Male,First,College,
13,14,120,TRUE,Female,Second,Graduate,
15,2,48,TRUE,Male,Second,College,
15,0,86,TRUE,Female,Third,Graduate,
15,20,158,TRUE,Male,First,Graduate,
15,57,84,TRUE,Male,First,College,
8,0,18,TRUE,Male,Second,Secondary,
15,58,223,TRUE,Female,Second,Graduate,
9,1,11,TRUE,Male,First,Graduate,
10,29,221,TRUE,Female,First,Primary,
11,0,116,TRUE,Male,First,Secondary,
13,2,90,TRUE,Male,Second,Graduate,
12,23,110,TRUE,Male,First,Graduate,
15,19,113,TRUE,Male,First,Graduate,
13,1,105,TRUE,Female,First,Graduate,
13,3,98,TRUE,Male,First,Graduate,
13,7,265,TRUE,Female,Second,Graduate,
15,6,139,TRUE,Male,Second,Graduate,
15,36,216,TRUE,Male,First,Secondary,
14,3,188,TRUE,Female,First,Graduate,
9,0,13,TRUE,Female,First,Graduate,
8,0,14,TRUE,Male,Second,Graduate,
9,0,54,TRUE,Female,First,Graduate,
9,3,44,TRUE,Female,Third,Graduate,
10,3,29,TRUE,Male,Second,Graduate,
13,12,129,TRUE,Female,First,Primary,
15,0,84,TRUE,Female,First,Graduate,
11,6,37,TRUE,Male,First,College,
10,0,46,TRUE,Female,Third,Graduate,
9,3,20,TRUE,Female,First,Graduate,
9,3,27,TRUE,Male,Second,Secondary,
13,11,108,TRUE,Male,First,Graduate,
10,1,20,TRUE,Female,First,College,
13,11,139,TRUE,Male,First,Graduate,
14,12,156,TRUE,Female,Second,Secondary,
11,29,219,TRUE,Female,First,College,
8,0,7,TRUE,Female,Second,College,
8,0,34,TRUE,Male,First,College,
8,0,23,TRUE,Female,Second,Graduate,
9,2,15,TRUE,Female,First,Secondary,
10,2,24,TRUE,Female,First,Graduate,
10,6,77,TRUE,Female,First,Graduate,
10,3,21,TRUE,Female,First,Graduate,
11,6,105,TRUE,Female,First,College,
11,0,0,TRUE,Male,Second,Secondary,
11,0,9,TRUE,Female,First,College,
12,7,61,TRUE,Male,First,College,
13,31,285,TRUE,Female,Second,College,
13,9,90,TRUE,Male,Second,Graduate,
14,4,227,TRUE,Female,First,Graduate,
15,57,250,TRUE,Male,Second,Graduate,
8,5,23,TRUE,Male,First,Graduate,
8,0,3,TRUE,Female,Second,Graduate,
10,7,72,TRUE,Male,Second,Graduate,
11,2,72,TRUE,Female,First,Graduate,
11,9,57,TRUE,Female,Second,College,
11,5,203,TRUE,Male,First,Graduate,
12,11,131,TRUE,Male,First,Graduate,
12,0,26,TRUE,Female,First,Graduate,
12,3,109,TRUE,Male,Second,College,
12,10,78,TRUE,Male,Second,Graduate,
12,4,75,TRUE,Female,First,Secondary,
13,4,46,TRUE,Male,First,Graduate,
13,5,248,TRUE,Female,First,Secondary,
14,18,132,TRUE,Male,Second,Secondary,
14,11,34,TRUE,Female,First,College,
15,19,233,TRUE,Male,First,Graduate,
15,17,181,TRUE,Female,Third,College,
8,0,7,TRUE,Female,Second,Primary,
14,1,181,TRUE,Male,First,Graduate,
14,18,95,TRUE,Male,First,Graduate,
14,16,187,TRUE,Female,Second,College,
9,0,65,TRUE,Female,Second,College,
11,22,153,TRUE,Female,First,College,
12,17,138,TRUE,Male,First,College,
12,1,47,TRUE,Female,First,College,
14,1,61,TRUE,Female,First,Graduate,
14,4,91,TRUE,Female,First,Graduate,
15,14,83,TRUE,Female,Second,Graduate,
9,9,33,TRUE,Female,Second,College,
11,2,78,TRUE,Female,Second,Graduate,
13,32,139,TRUE,Male,First,Graduate,
14,5,130,TRUE,Male,First,College,
15,172,250,TRUE,Female,First,Graduate,
15,35,211,TRUE,Female,First,Graduate,
15,159,303,TRUE,Female,First,College,
15,99,282,TRUE,Male,First,Graduate,
10,0,25,TRUE,Female,Second,Graduate,
10,2,59,TRUE,Female,First,Primary,
11,0,101,TRUE,Male,Second,Graduate,
12,6,28,TRUE,Female,Third,Graduate,
12,29,219,TRUE,Female,First,Graduate,
11,1,56,TRUE,Male,First,Graduate,
13,7,43,TRUE,Female,First,Graduate,
8,0,0,TRUE,Female,First,Secondary,
8,0,30,TRUE,Female,First,Secondary,
10,4,38,TRUE,Male,First,Graduate,
14,40,205,TRUE,Male,First,College,
8,9,60,TRUE,Female,First,Primary,
8,4,35,TRUE,Male,Second,Graduate,
11,0,97,TRUE,Female,Second,Graduate,
11,0,20,TRUE,Female,First,College,
12,14,165,TRUE,Male,First,Primary,
10,11,49,TRUE,Female,First,Secondary,
8,0,6,TRUE,Female,Third,Secondary,
11,6,65,TRUE,Female,Third,Secondary,
8,0,0,TRUE,Female,First,Graduate,
10,0,13,TRUE,Female,First,Graduate,
12,1,13,TRUE,Female,First,Graduate,
15,11,36,TRUE,Female,First,Graduate,
10,0,0,TRUE,Female,Third,Graduate,
8,0,0,TRUE,Female,First,Graduate,
14,14,151,TRUE,Male,Second,Secondary,
13,18,199,TRUE,Male,First,Graduate,
12,0,27,TRUE,Female,Second,College,
13,19,211,TRUE,Male,Second,Graduate,
11,3,55,TRUE,Male,Third,Graduate,
13,12,225,TRUE,Female,First,College,
14,8,155,TRUE,Female,First,Graduate,
14,35,229,TRUE,Female,First,College,
8,0,4,TRUE,Male,First,Graduate,
8,0,16,TRUE,Female,Second,College,
9,2,18,TRUE,Male,Second,Graduate,
9,0,143,TRUE,Female,First,Graduate,
11,0,16,TRUE,Male,First,Graduate,
11,1,60,TRUE,Female,Second,Graduate,
11,2,66,TRUE,Female,Second,Graduate,
11,1,184,TRUE,Female,First,College,
12,18,87,TRUE,Female,First,Graduate,
13,23,303,TRUE,Male,Second,Secondary,
13,14,82,TRUE,Female,First,Graduate,
14,8,115,TRUE,Male,Third,Graduate,
14,23,223,TRUE,Male,Third,Graduate,
14,24,117,TRUE,Male,First,Primary,
14,6,292,TRUE,Male,First,Graduate,
14,13,70,TRUE,Female,First,Graduate,
15,40,246,TRUE,Female,First,Graduate,
15,30,194,TRUE,Female,First,Graduate,
8,1,28,TRUE,Male,First,Secondary,
8,0,105,TRUE,Female,Second,Graduate,
8,0,0,TRUE,Female,First,Graduate,
8,0,15,TRUE,Female,First,Graduate,
9,0,52,TRUE,Female,First,Graduate,
10,7,25,TRUE,Female,First,Graduate,
10,0,37,TRUE,Male,First,Secondary,
10,0,4,TRUE,Male,,College,
10,0,81,TRUE,Female,First,Graduate,
12,65,219,TRUE,Male,First,Graduate,
12,1,26,TRUE,Female,Second,Graduate,
12,3,59,TRUE,Male,First,Graduate,
12,33,148,TRUE,Male,First,Secondary,
12,0,101,TRUE,Male,First,Graduate,
15,0,79,TRUE,Male,Second,College,
15,32,252,TRUE,Male,First,College,
11,1,38,TRUE,Male,First,College,
12,0,52,TRUE,Female,Second,Graduate,
12,15,116,TRUE,Female,First,Graduate,
13,13,111,TRUE,Female,First,Graduate,
14,14,73,TRUE,Male,First,Graduate,
15,11,194,TRUE,Male,First,Graduate,
15,16,184,TRUE,Female,First,Secondary,
9,0,16,TRUE,Female,First,Graduate,
9,4,10,TRUE,Male,Second,Graduate,
9,0,9,TRUE,Female,First,College,
12,0,62,TRUE,Female,First,College,
12,0,28,TRUE,Female,First,Secondary,
13,0,44,TRUE,Female,First,College,
13,41,159,TRUE,Female,First,College,
13,0,48,TRUE,Male,Second,Graduate,
15,178,291,TRUE,Male,First,Graduate,
14,36,83,TRUE,Female,First,Graduate,
10,0,79,TRUE,Female,Second,Secondary,
15,20,108,TRUE,Female,Second,Graduate,
13,20,55,TRUE,Male,First,Graduate,
13,0,100,TRUE,Male,First,Graduate,
12,0,93,TRUE,Male,First,Graduate,
15,0,19,TRUE,Male,First,Graduate,
9,6,57,TRUE,Female,First,Secondary,
14,95,303,TRUE,Male,Second,College,
15,19,127,TRUE,Male,Second,Graduate,
8,0,32,TRUE,Female,Second,Primary,
13,18,66,TRUE,Female,Third,Graduate,
15,18,235,TRUE,Male,First,Graduate,
14,84,211,TRUE,Female,Second,College,
14,7,93,TRUE,Female,Second,College,
11,7,100,TRUE,Female,First,Primary,
9,18,228,TRUE,Female,First,Secondary,
12,0,11,TRUE,Male,Second,Graduate,
14,47,208,TRUE,Male,First,Primary,
14,28,142,TRUE,Male,First,College,
10,3,83,TRUE,Female,First,Graduate,
12,2,62,TRUE,Female,Third,Secondary,
13,14,199,TRUE,Male,First,College,
14,3,149,TRUE,Male,Second,Graduate,
15,15,145,TRUE,Male,Third,Secondary,
15,16,145,TRUE,Male,Second,Secondary,
8,0,13,TRUE,Male,First,,
13,9,152,TRUE,Male,Second,College,
11,3,16,TRUE,Male,First,Graduate,
12,5,50,TRUE,Female,First,Secondary,
8,0,0,TRUE,Female,First,Graduate,
13,0,58,TRUE,Female,Second,College,
8,0,19,TRUE,Male,Second,Graduate,
9,0,8,TRUE,Male,Third,Graduate,
9,0,37,TRUE,Female,First,Graduate,
12,0,91,TRUE,Male,First,Graduate,
9,0,128,TRUE,Male,First,Graduate,
8,0,10,TRUE,Female,First,College,
13,0,16,TRUE,Male,Second,Secondary,
11,0,20,TRUE,Male,Second,College,
12,0,123,TRUE,Male,Second,Secondary,
12,3,5,TRUE,Male,First,Secondary,
12,3,64,TRUE,Female,Second,Graduate,
12,0,9,TRUE,Female,Second,College,
12,11,148,TRUE,Female,Second,Secondary,
12,6,96,TRUE,Male,Second,Graduate,
12,3,9,TRUE,Female,First,Graduate,
13,4,63,TRUE,Male,Second,College,
13,33,137,TRUE,Male,First,Secondary,
14,10,128,TRUE,Female,First,Graduate,
14,2,29,TRUE,Female,Second,College,
14,20,97,TRUE,Female,Second,Graduate,
14,6,103,TRUE,Male,Third,Graduate,
15,0,43,TRUE,Female,First,Graduate,
15,3,54,TRUE,Male,First,Secondary,
15,7,44,TRUE,Male,First,Secondary,
15,2,63,TRUE,Female,First,College,
15,15,113,TRUE,Male,Second,College,
8,0,28,TRUE,Female,First,Graduate,
9,0,36,TRUE,Male,Third,Graduate,
14,6,80,TRUE,Male,First,College,
14,1,84,TRUE,Female,First,Graduate,
14,85,291,TRUE,Female,Second,Secondary,
9,0,0,TRUE,Male,First,Graduate,
9,0,9,TRUE,Female,First,Graduate,
9,0,0,TRUE,Male,First,Graduate,
9,0,2,TRUE,Male,First,Graduate,
10,5,66,TRUE,Male,First,Graduate,
10,4,52,TRUE,Female,First,Secondary,
12,0,80,TRUE,Female,First,Graduate,
12,3,62,TRUE,Female,First,Graduate,
13,0,7,TRUE,Female,Second,Graduate,
13,0,0,TRUE,Male,First,Graduate,
13,10,71,TRUE,Female,First,College,
13,0,92,TRUE,Male,First,Graduate,
13,0,5,TRUE,Male,First,Graduate,
12,4,122,TRUE,Male,Second,Graduate,
14,0,27,TRUE,Female,Second,Graduate,
14,8,132,TRUE,Male,First,Graduate,
15,39,158,TRUE,Female,Second,Graduate,
